agreement,contraente,direzione,esecuzione,prevalenza,tipologia_lavoro,class_flat
ai_servizi,impresa,me_stesso,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,edificio,n
ai_servizi,impresa,me_stesso,artigiano_aiutante,bene_realizzato,edificio,m
corrispettivo,impresa,me_stesso,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,sarti,n
corrispettivo,impresa,me_stesso,artigiano_aiutante,bene_realizzato,sarti,m
vendita,impresa,me_stesso,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,sarti,n
vendita,impresa,me_stesso,artigiano_aiutante,bene_realizzato,sarti,m
ai_servizi,impresa,me_stesso,artigiano_aiutante,bene_realizzato,sarti,m
ai_servizi,impresa,me_stesso,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,sarti,n
appalto_a_regia,impresa,me_stesso,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,sarti,n
appalto_a_regia,impresa,me_stesso,artigiano_aiutante,bene_realizzato,sarti,m
orale,impresa,me_stesso,artigiano_aiutante,bene_realizzato,sarti,m
orale,impresa,me_stesso,artigiano_aiutante,bene_contestualmente_eseguito_lavoro,sarti,n
corrispettivo,artigiano,me_stesso,operai,bene_realizzato,elettrici,m
corrispettivo,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,elettrici,n
vendita,artigiano,me_stesso,operai,bene_realizzato,elettrici,m
vendita,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,elettrici,n
orale,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,elettrici,n
orale,artigiano,me_stesso,operai,bene_realizzato,elettrici,m
appalto_a_regia,artigiano,me_stesso,operai,bene_realizzato,elettrici,m
appalto_a_regia,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,elettrici,n
ai_servizi,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,elettrici,n
ai_servizi,artigiano,me_stesso,operai,bene_realizzato,elettrici,m
vendita,artigiano,me_stesso,operai,bene_realizzato,architetto,i;m
vendita,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,architetto,i;n
appalto_a_regia,artigiano,me_stesso,operai,bene_realizzato,architetto,i;m
appalto_a_regia,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,architetto,i;n
orale,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,architetto,i;n
orale,artigiano,me_stesso,operai,bene_realizzato,architetto,i;m
corrispettivo,artigiano,me_stesso,operai,bene_realizzato,architetto,i;m
corrispettivo,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,architetto,i;n
ai_servizi,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,architetto,i;n
ai_servizi,artigiano,me_stesso,operai,bene_realizzato,architetto,i;m
orale,artigiano,me_stesso,operai,bene_realizzato,ingegnere,i;m
orale,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,ingegnere,i;n
appalto_a_regia,artigiano,me_stesso,operai,bene_realizzato,ingegnere,i;m
appalto_a_regia,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,ingegnere,i;n
ai_servizi,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,ingegnere,i;n
ai_servizi,artigiano,me_stesso,operai,bene_realizzato,ingegnere,i;m
vendita,artigiano,me_stesso,operai,bene_realizzato,ingegnere,i;m
vendita,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,ingegnere,i;n
corrispettivo,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,ingegnere,i;n
corrispettivo,artigiano,me_stesso,operai,bene_realizzato,ingegnere,i;m
appalto_a_regia,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,perito,i;n
appalto_a_regia,artigiano,me_stesso,operai,bene_realizzato,perito,i;m
ai_servizi,artigiano,me_stesso,operai,bene_realizzato,perito,i;m
ai_servizi,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,perito,i;n
corrispettivo,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,perito,i;n
corrispettivo,artigiano,me_stesso,operai,bene_realizzato,perito,i;m
orale,artigiano,me_stesso,operai,bene_realizzato,perito,i;m
orale,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,perito,i;n
vendita,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,perito,i;n
vendita,artigiano,me_stesso,operai,bene_realizzato,perito,i;m
vendita,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,strutturista,i;n
vendita,artigiano,me_stesso,operai,bene_realizzato,strutturista,i;m
ai_servizi,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,strutturista,i;n
ai_servizi,artigiano,me_stesso,operai,bene_realizzato,strutturista,i;m
corrispettivo,artigiano,me_stesso,operai,bene_realizzato,strutturista,i;m
corrispettivo,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,strutturista,i;n
appalto_a_regia,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,strutturista,i;n
appalto_a_regia,artigiano,me_stesso,operai,bene_realizzato,strutturista,i;m
orale,artigiano,me_stesso,operai,bene_realizzato,strutturista,i;m
orale,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,strutturista,i;n
ai_servizi,artigiano,me_stesso,operai,bene_realizzato,manutenzione,m
ai_servizi,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,manutenzione,n
appalto_a_regia,artigiano,me_stesso,operai,bene_realizzato,manutenzione,m
appalto_a_regia,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,manutenzione,n
orale,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,manutenzione,n
orale,artigiano,me_stesso,operai,bene_realizzato,manutenzione,m
corrispettivo,artigiano,me_stesso,operai,bene_realizzato,manutenzione,m
corrispettivo,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,manutenzione,n
vendita,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,manutenzione,n
vendita,artigiano,me_stesso,operai,bene_realizzato,manutenzione,m
orale,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,catering,n
orale,artigiano,me_stesso,operai,bene_realizzato,catering,m
corrispettivo,artigiano,me_stesso,operai,bene_realizzato,catering,m
corrispettivo,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,catering,n
appalto_a_regia,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,catering,n
appalto_a_regia,artigiano,me_stesso,operai,bene_realizzato,catering,m
ai_servizi,artigiano,me_stesso,operai,bene_realizzato,catering,m
ai_servizi,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,catering,n
vendita,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,catering,n
vendita,artigiano,me_stesso,operai,bene_realizzato,catering,m
corrispettivo,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,pulizie,n
corrispettivo,artigiano,me_stesso,operai,bene_realizzato,pulizie,m
orale,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,pulizie,n
orale,artigiano,me_stesso,operai,bene_realizzato,pulizie,m
ai_servizi,artigiano,me_stesso,operai,bene_realizzato,pulizie,m
ai_servizi,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,pulizie,n
vendita,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,pulizie,n
vendita,artigiano,me_stesso,operai,bene_realizzato,pulizie,m
appalto_a_regia,artigiano,me_stesso,operai,bene_realizzato,pulizie,m
appalto_a_regia,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,pulizie,n
orale,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,muratori,n
orale,artigiano,me_stesso,operai,bene_realizzato,muratori,m
vendita,artigiano,me_stesso,operai,bene_realizzato,muratori,m
vendita,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,muratori,n
ai_servizi,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,muratori,n
ai_servizi,artigiano,me_stesso,operai,bene_realizzato,muratori,m
corrispettivo,artigiano,me_stesso,operai,bene_realizzato,muratori,m
corrispettivo,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,muratori,n
appalto_a_regia,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,muratori,n
appalto_a_regia,artigiano,me_stesso,operai,bene_realizzato,muratori,m
vendita,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,giardinieri,n
vendita,artigiano,me_stesso,operai,bene_realizzato,giardinieri,m
ai_servizi,artigiano,me_stesso,operai,bene_realizzato,giardinieri,m
ai_servizi,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,giardinieri,n
appalto_a_regia,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,giardinieri,n
appalto_a_regia,artigiano,me_stesso,operai,bene_realizzato,giardinieri,m
corrispettivo,artigiano,me_stesso,operai,bene_realizzato,giardinieri,m
corrispettivo,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,giardinieri,n
orale,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,giardinieri,n
orale,artigiano,me_stesso,operai,bene_realizzato,giardinieri,m
vendita,artigiano,me_stesso,operai,bene_realizzato,idraulici,m
vendita,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,idraulici,n
ai_servizi,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,idraulici,n
ai_servizi,artigiano,me_stesso,operai,bene_realizzato,idraulici,m
corrispettivo,artigiano,me_stesso,operai,bene_realizzato,idraulici,m
corrispettivo,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,idraulici,n
orale,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,idraulici,n
orale,artigiano,me_stesso,operai,bene_realizzato,idraulici,m
appalto_a_regia,artigiano,me_stesso,operai,bene_realizzato,idraulici,m
appalto_a_regia,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,idraulici,n
orale,artigiano,me_stesso,operai,bene_realizzato,mobili,m
orale,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,mobili,n
appalto_a_regia,artigiano,me_stesso,operai,bene_realizzato,mobili,m
appalto_a_regia,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,mobili,n
vendita,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,mobili,n
vendita,artigiano,me_stesso,operai,bene_realizzato,mobili,m
ai_servizi,artigiano,me_stesso,operai,bene_realizzato,mobili,m
ai_servizi,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,mobili,n
corrispettivo,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,mobili,n
corrispettivo,artigiano,me_stesso,operai,bene_realizzato,mobili,m
appalto_a_regia,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,edificio,n
appalto_a_regia,artigiano,me_stesso,operai,bene_realizzato,edificio,m
vendita,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,edificio,n
vendita,artigiano,me_stesso,operai,bene_realizzato,edificio,m
corrispettivo,artigiano,me_stesso,operai,bene_realizzato,edificio,m
corrispettivo,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,edificio,n
orale,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,edificio,n
orale,artigiano,me_stesso,operai,bene_realizzato,edificio,m
ai_servizi,artigiano,me_stesso,operai,bene_realizzato,edificio,m
ai_servizi,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,edificio,n
corrispettivo,artigiano,me_stesso,operai,bene_realizzato,sarti,m
corrispettivo,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,sarti,n
vendita,artigiano,me_stesso,operai,bene_realizzato,sarti,m
vendita,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,sarti,n
ai_servizi,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,sarti,n
ai_servizi,artigiano,me_stesso,operai,bene_realizzato,sarti,m
appalto_a_regia,artigiano,me_stesso,operai,bene_realizzato,sarti,m
appalto_a_regia,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,sarti,n
orale,artigiano,me_stesso,operai,bene_contestualmente_eseguito_lavoro,sarti,n
orale,artigiano,me_stesso,operai,bene_realizzato,sarti,m
corrispettivo,impresa,me_stesso,operai,bene_realizzato,elettrici,m
corrispettivo,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,elettrici,n
vendita,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,elettrici,n
vendita,impresa,me_stesso,operai,bene_realizzato,elettrici,m
appalto_a_regia,impresa,me_stesso,operai,bene_realizzato,elettrici,m
appalto_a_regia,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,elettrici,n
ai_servizi,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,elettrici,n
ai_servizi,impresa,me_stesso,operai,bene_realizzato,elettrici,m
orale,impresa,me_stesso,operai,bene_realizzato,elettrici,m
orale,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,elettrici,n
ai_servizi,impresa,me_stesso,operai,bene_realizzato,architetto,i;m
ai_servizi,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,architetto,i;n
orale,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,architetto,i;n
orale,impresa,me_stesso,operai,bene_realizzato,architetto,i;m
vendita,impresa,me_stesso,operai,bene_realizzato,architetto,i;m
vendita,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,architetto,i;n
corrispettivo,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,architetto,i;n
corrispettivo,impresa,me_stesso,operai,bene_realizzato,architetto,i;m
appalto_a_regia,impresa,me_stesso,operai,bene_realizzato,architetto,i;m
appalto_a_regia,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,architetto,i;n
corrispettivo,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,ingegnere,i;n
corrispettivo,impresa,me_stesso,operai,bene_realizzato,ingegnere,i;m
orale,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,ingegnere,i;n
orale,impresa,me_stesso,operai,bene_realizzato,ingegnere,i;m
ai_servizi,impresa,me_stesso,operai,bene_realizzato,ingegnere,i;m
ai_servizi,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,ingegnere,i;n
appalto_a_regia,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,ingegnere,i;n
appalto_a_regia,impresa,me_stesso,operai,bene_realizzato,ingegnere,i;m
vendita,impresa,me_stesso,operai,bene_realizzato,ingegnere,i;m
vendita,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,ingegnere,i;n
vendita,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,perito,i;n
vendita,impresa,me_stesso,operai,bene_realizzato,perito,i;m
corrispettivo,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,perito,i;n
corrispettivo,impresa,me_stesso,operai,bene_realizzato,perito,i;m
orale,impresa,me_stesso,operai,bene_realizzato,perito,i;m
orale,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,perito,i;n
appalto_a_regia,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,perito,i;n
appalto_a_regia,impresa,me_stesso,operai,bene_realizzato,perito,i;m
ai_servizi,impresa,me_stesso,operai,bene_realizzato,perito,i;m
ai_servizi,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,perito,i;n
corrispettivo,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,strutturista,i;n
corrispettivo,impresa,me_stesso,operai,bene_realizzato,strutturista,i;m
orale,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,strutturista,i;n
orale,impresa,me_stesso,operai,bene_realizzato,strutturista,i;m
appalto_a_regia,impresa,me_stesso,operai,bene_realizzato,strutturista,i;m
appalto_a_regia,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,strutturista,i;n
ai_servizi,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,strutturista,i;n
ai_servizi,impresa,me_stesso,operai,bene_realizzato,strutturista,i;m
vendita,impresa,me_stesso,operai,bene_realizzato,strutturista,i;m
vendita,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,strutturista,i;n
ai_servizi,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,pulizie,n
ai_servizi,impresa,me_stesso,operai,bene_realizzato,pulizie,m
vendita,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,pulizie,n
vendita,impresa,me_stesso,operai,bene_realizzato,pulizie,m
corrispettivo,impresa,me_stesso,operai,bene_realizzato,pulizie,m
corrispettivo,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,pulizie,n
orale,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,pulizie,n
orale,impresa,me_stesso,operai,bene_realizzato,pulizie,m
appalto_a_regia,impresa,me_stesso,operai,bene_realizzato,pulizie,m
appalto_a_regia,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,pulizie,n
appalto_a_regia,impresa,me_stesso,operai,bene_realizzato,manutenzione,m
appalto_a_regia,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,manutenzione,n
corrispettivo,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,manutenzione,n
corrispettivo,impresa,me_stesso,operai,bene_realizzato,manutenzione,m
ai_servizi,impresa,me_stesso,operai,bene_realizzato,manutenzione,m
ai_servizi,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,manutenzione,n
orale,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,manutenzione,n
orale,impresa,me_stesso,operai,bene_realizzato,manutenzione,m
vendita,impresa,me_stesso,operai,bene_realizzato,manutenzione,m
vendita,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,manutenzione,n
appalto_a_regia,impresa,me_stesso,operai,bene_realizzato,catering,m
appalto_a_regia,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,catering,n
orale,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,catering,n
orale,impresa,me_stesso,operai,bene_realizzato,catering,m
ai_servizi,impresa,me_stesso,operai,bene_realizzato,catering,m
ai_servizi,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,catering,n
vendita,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,catering,n
vendita,impresa,me_stesso,operai,bene_realizzato,catering,m
corrispettivo,impresa,me_stesso,operai,bene_realizzato,catering,m
corrispettivo,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,catering,n
vendita,impresa,me_stesso,operai,bene_realizzato,giardinieri,m
vendita,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,giardinieri,n
corrispettivo,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,giardinieri,n
corrispettivo,impresa,me_stesso,operai,bene_realizzato,giardinieri,m
ai_servizi,impresa,me_stesso,operai,bene_realizzato,giardinieri,m
ai_servizi,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,giardinieri,n
appalto_a_regia,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,giardinieri,n
appalto_a_regia,impresa,me_stesso,operai,bene_realizzato,giardinieri,m
orale,impresa,me_stesso,operai,bene_realizzato,giardinieri,m
orale,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,giardinieri,n
ai_servizi,impresa,me_stesso,operai,bene_realizzato,muratori,m
ai_servizi,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,muratori,n
appalto_a_regia,impresa,me_stesso,operai,bene_realizzato,muratori,m
appalto_a_regia,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,muratori,n
orale,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,muratori,n
orale,impresa,me_stesso,operai,bene_realizzato,muratori,m
vendita,impresa,me_stesso,operai,bene_realizzato,muratori,m
vendita,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,muratori,n
corrispettivo,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,muratori,n
corrispettivo,impresa,me_stesso,operai,bene_realizzato,muratori,m
orale,impresa,me_stesso,operai,bene_realizzato,sarti,m
orale,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,sarti,n
ai_servizi,impresa,me_stesso,operai,bene_realizzato,sarti,m
ai_servizi,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,sarti,n
vendita,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,sarti,n
vendita,impresa,me_stesso,operai,bene_realizzato,sarti,m
corrispettivo,impresa,me_stesso,operai,bene_realizzato,sarti,m
corrispettivo,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,sarti,n
appalto_a_regia,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,sarti,n
appalto_a_regia,impresa,me_stesso,operai,bene_realizzato,sarti,m
appalto_a_regia,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,mobili,n
appalto_a_regia,impresa,me_stesso,operai,bene_realizzato,mobili,m
corrispettivo,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,mobili,n
corrispettivo,impresa,me_stesso,operai,bene_realizzato,mobili,m
ai_servizi,impresa,me_stesso,operai,bene_realizzato,mobili,m
ai_servizi,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,mobili,n
orale,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,mobili,n
orale,impresa,me_stesso,operai,bene_realizzato,mobili,m
vendita,impresa,me_stesso,operai,bene_realizzato,mobili,m
vendita,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,mobili,n
appalto_a_regia,impresa,me_stesso,operai,bene_realizzato,edificio,m
appalto_a_regia,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,edificio,n
orale,impresa,me_stesso,operai,bene_realizzato,edificio,m
orale,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,edificio,n
vendita,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,edificio,n
vendita,impresa,me_stesso,operai,bene_realizzato,edificio,m
ai_servizi,impresa,me_stesso,operai,bene_realizzato,edificio,m
ai_servizi,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,edificio,n
corrispettivo,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,edificio,n
corrispettivo,impresa,me_stesso,operai,bene_realizzato,edificio,m
ai_servizi,impresa,me_stesso,operai,bene_realizzato,idraulici,m
ai_servizi,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,idraulici,n
corrispettivo,impresa,me_stesso,operai,bene_realizzato,idraulici,m
corrispettivo,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,idraulici,n
vendita,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,idraulici,n
vendita,impresa,me_stesso,operai,bene_realizzato,idraulici,m
appalto_a_regia,impresa,me_stesso,operai,bene_realizzato,idraulici,m
appalto_a_regia,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,idraulici,n
orale,impresa,me_stesso,operai,bene_contestualmente_eseguito_lavoro,idraulici,n
orale,impresa,me_stesso,operai,bene_realizzato,idraulici,m
orale,artigiano,impresa,titolare_stesso,bene_realizzato,elettrici,m
orale,artigiano,impresa,titolare_stesso,bene_contestualmente_eseguito_lavoro,elettrici,n
appalto_a_regia,artigiano,impresa,titolare_stesso,bene_realizzato,elettrici,m
appalto_a_regia,artigiano,impresa,titolare_stesso,bene_contestualmente_eseguito_lavoro,elettrici,n
ai_servizi,artigiano,impresa,titolare_stesso,bene_contestualmente_eseguito_lavoro,elettrici,n
ai_servizi,artigiano,impresa,titolare_stesso,bene_realizzato,elettrici,m
vendita,artigiano,impresa,titolare_stesso,bene_realizzato,elettrici,m
vendita,artigiano,impresa,titolare_stesso,bene_contestualmente_eseguito_lavoro,elettrici,n
corrispettivo,artigiano,impresa,titolare_stesso,bene_contestualmente_eseguito_lavoro,elettrici,n
corrispettivo,artigiano,impresa,titolare_stesso,bene_realizzato,elettrici,m
appalto_a_regia,artigiano,impresa,titolare_stesso,bene_contestualmente_eseguito_lavoro,architetto,i;n
appalto_a_regia,artigiano,impresa,titolare_stesso,bene_realizzato,architetto,i;m
ai_servizi,artigiano,impresa,titolare_stesso,bene_realizzato,architetto,i;m
ai_servizi,artigiano,impresa,titolare_stesso,bene_contestualmente_eseguito_lavoro,architetto,i;n
corrispettivo,artigiano,impresa,titolare_stesso,bene_contestualmente_eseguito_lavoro,architetto,i;n
corrispettivo,artigiano,impresa,titolare_stesso,bene_realizzato,architetto,i;m
vendita,artigiano,impresa,titolare_stesso,bene_realizzato,architetto,i;m
vendita,artigiano,impresa,titolare_stesso,bene_contestualmente_eseguito_lavoro,architetto,i;n
orale,artigiano,impresa,titolare_stesso,bene_contestualmente_eseguito_lavoro,architetto,i;n
orale,artigiano,impresa,titolare_stesso,bene_realizzato,architetto,i;m
corrispettivo,artigiano,impresa,titolare_stesso,bene_realizzato,ingegnere,i;m
corrispettivo,artigiano,impresa,titolare_stesso,bene_contestualmente_eseguito_lavoro,ingegnere,i;n
vendita,artigiano,impresa,titolare_stesso,bene_realizzato,ingegnere,i;m
vendita,artigiano,impresa,titolare_stesso,bene_contestualmente_eseguito_lavoro,ingegnere,i;n
ai_servizi,artigiano,impresa,titolare_stesso,bene_contestualmente_eseguito_lavoro,ingegnere,i;n
ai_servizi,artigiano,impresa,titolare_stesso,bene_realizzato,ingegnere,i;m
orale,artigiano,impresa,titolare_stesso,bene_realizzato,ingegnere,i;m
orale,artigiano,impresa,titolare_stesso,bene_contestualmente_eseguito_lavoro,ingegnere,i;n
appalto_a_regia,artigiano,impresa,titolare_stesso,bene_contestualmente_eseguito_lavoro,ingegnere,i;n
appalto_a_regia,artigiano,impresa,titolare_stesso,bene_realizzato,ingegnere,i;m
vendita,artigiano,impresa,titolare_stesso,bene_realizzato,perito,i;m
vendita,artigiano,impresa,titolare_stesso,bene_contestualmente_eseguito_lavoro,perito,i;n
ai_servizi,artigiano,impresa,titolare_stesso,bene_realizzato,perito,i;m
ai_servizi,artigiano,impresa,titolare_stesso,bene_contestualmente_eseguito_lavoro,perito,i;n
appalto_a_regia,artigiano,impresa,titolare_stesso,bene_contestualmente_eseguito_lavoro,perito,i;n
appalto_a_regia,artigiano,impresa,titolare_stesso,bene_realizzato,perito,i;m
corrispettivo,artigiano,impresa,titolare_stesso,bene_realizzato,perito,i;m
corrispettivo,artigiano,impresa,titolare_stesso,bene_contestualmente_eseguito_lavoro,perito,i;n
orale,artigiano,impresa,titolare_stesso,bene_contestualmente_eseguito_lavoro,perito,i;n
orale,artigiano,impresa,titolare_stesso,bene_realizzato,perito,i;m
vendita,artigiano,impresa,titolare_stesso,bene_contestualmente_eseguito_lavoro,strutturista,i;n
vendita,artigiano,impresa,titolare_stesso,bene_realizzato,strutturista,i;m
orale,artigiano,impresa,titolare_stesso,bene_contestualmente_eseguito_lavoro,strutturista,i;n
orale,artigiano,impresa,titolare_stesso,bene_realizzato,strutturista,i;m
appalto_a_regia,artigiano,impresa,titolare_stesso,bene_realizzato,strutturista,i;m
appalto_a_regia,artigiano,impresa,titolare_stesso,bene_contestualmente_eseguito_lavoro,strutturista,i;n
ai_servizi,artigiano,impresa,titolare_stesso,bene_contestualmente_eseguito_lavoro,strutturista,i;n
ai_servizi,artigiano,impresa,titolare_stesso,bene_realizzato,strutturista,i;m
